,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,Contract Years,total_premiums_paid,net_value_of_customer,policy_bind_year,scaled_risk,age_at_policy_inception
501,26,39,493161,IN,250/500,1000,770.76,0,433155,MALE,Masters,tech-support,sleeping,husband,0,-53700,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,9821 Francis Ave,0,1,NO,0,2,?,49800,9960,4980,34860,Mercedes,ML350,2015,N,Middle Aged,2.1666666666666665,1669.98,-48130.02,1992,0.28076116909712845,36.833333333333336
502,202,38,320251,IL,100/300,2000,1132.74,0,616120,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,7061 Cherokee Drive,12,1,YES,1,1,NO,77440,7040,14080,56320,Nissan,Ultima,2005,N,Middle Aged,16.833333333333332,19067.79,-58372.21,2009,0.22672096947221249,21.166666666666668
503,289,48,231127,IL,500/1000,500,1173.37,8000000,461744,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1325 1st Lane,1,1,?,1,0,?,42900,8580,0,34320,Accura,TL,1999,N,Middle Aged,24.083333333333332,28258.660833333328,-14641.339166666672,1995,0.12191875487129589,23.916666666666668
504,61,26,766193,OH,100/300,2000,1188.28,6000000,475916,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,3769 Sky St,16,2,YES,1,0,NO,53820,11960,5980,35880,Ford,F150,2015,Y,Young Adult,5.083333333333333,6040.423333333333,-47779.57666666667,2011,0.26076535540512585,20.916666666666668
505,334,46,555374,IL,100/300,1000,876.88,6000000,454434,MALE,MD,sales,reading,other-relative,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,8489 Pine Hwy,2,1,NO,2,1,NO,57330,12740,6370,38220,Jeep,Grand Cherokee,1998,N,Middle Aged,27.833333333333332,24406.493333333336,-32923.50666666667,2013,0.18111612904994148,18.166666666666668
506,12,24,491484,IL,500/1000,1000,1143.95,0,464353,FEMALE,PhD,tech-support,paintball,other-relative,51400,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,6329 Apache Ave,13,3,NO,2,1,?,53370,5930,5930,41510,Nissan,Ultima,2011,N,Young Adult,1.0,1143.95,-52226.05,1994,0.283835340717359,23.0
507,86,29,925128,IL,100/300,2000,1409.06,0,610302,MALE,High School,prof-specialty,yachting,husband,74200,-68100,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9293 Pine Lane,0,1,NO,2,2,YES,62920,9680,14520,38720,Accura,MDX,2005,N,Young Adult,7.166666666666667,10098.263333333334,-52821.736666666664,2014,0.24850366601289783,21.833333333333332
508,83,24,265093,IN,500/1000,1000,1070.63,0,462106,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,9224 Sky Drive,0,3,?,0,1,NO,61600,6160,12320,43120,Honda,CRV,2003,N,Young Adult,6.916666666666667,7405.190833333335,-54194.809166666666,2006,0.2587377428371954,17.083333333333332
509,126,30,267808,IL,500/1000,2000,916.13,0,431389,MALE,College,sales,golf,unmarried,55300,-58400,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,8862 Maple Ridge,16,3,YES,2,0,NO,74160,6180,12360,55620,Mercedes,E400,2002,N,Young Adult,10.5,9619.365,-64540.635,1998,0.25632482550299773,19.5
510,209,38,116735,OH,250/500,500,1191.5,0,442866,MALE,High School,priv-house-serv,reading,husband,38600,-52900,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,3492 Flute Lane,8,1,NO,2,0,?,80100,8900,8900,62300,Audi,A3,2015,N,Middle Aged,17.416666666666668,20751.958333333336,-59348.041666666664,2010,0.2234563425895966,20.583333333333332
511,283,48,963680,OH,500/1000,1000,1474.66,0,446755,FEMALE,JD,sales,paintball,husband,0,-46200,2015-02-17,Parked Car,?,Trivial Damage,Police,NY,Hillsdale,6484 Tree Drive,9,1,?,2,3,NO,6560,820,820,4920,Volkswagen,Jetta,2003,N,Middle Aged,23.583333333333332,34777.39833333333,28217.39833333333,2003,-1.0576865211754527,24.416666666666668
512,194,34,445694,IL,250/500,1000,1193.45,0,464743,MALE,JD,other-service,hiking,not-in-family,0,0,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,1,?,2,1,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997,N,Middle Aged,16.166666666666668,19294.108333333334,-39505.89166666666,2004,0.2059109945611242,17.833333333333332
513,184,38,215534,IL,250/500,1000,1437.53,0,437889,FEMALE,College,transport-moving,chess,not-in-family,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,5201 Texas Hwy,6,3,?,0,2,NO,53730,11940,5970,35820,Dodge,RAM,2013,Y,Middle Aged,15.333333333333334,22042.126666666667,-31687.873333333333,1994,0.18504940068165635,22.666666666666664
514,479,60,232854,IL,100/300,2000,1304.83,0,473638,FEMALE,College,other-service,cross-fit,husband,0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,18,1,NO,0,0,NO,60600,5050,10100,45450,Honda,Civic,2001,N,Elderly,39.916666666666664,52084.464166666665,-8515.535833333335,1997,0.07090798903242267,20.083333333333336
515,284,48,168260,OH,250/500,1000,1168.8,0,444232,FEMALE,JD,tech-support,movies,other-relative,0,-42400,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3660 Andromedia Hwy,11,1,?,0,3,YES,35750,6500,3250,26000,Mercedes,E400,2001,N,Middle Aged,23.666666666666668,27661.6,-8088.4000000000015,1991,0.09268957434338769,24.333333333333332
516,65,27,538955,IN,100/300,1000,1164.97,0,477695,FEMALE,College,adm-clerical,exercise,wife,43000,-42500,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,7135 Flute Lane,17,1,?,1,2,YES,42840,3570,7140,32130,Chevrolet,Silverado,2004,N,Young Adult,5.416666666666667,6310.254166666667,-36529.745833333334,2001,0.2518563315602713,21.583333333333332
517,222,39,243226,IL,250/500,1000,1232.72,0,458237,MALE,High School,armed-forces,hiking,own-child,87800,-51200,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,3,?,1,0,NO,87960,14660,14660,58640,Jeep,Wrangler,1999,Y,Middle Aged,18.5,22805.320000000003,-65154.67999999999,2012,0.22340715886241586,20.5
518,196,41,246435,IL,250/500,2000,1800.76,0,441499,MALE,JD,protective-serv,camping,other-relative,0,-78600,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,NO,1,0,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009,N,Middle Aged,16.333333333333332,29412.413333333334,-18387.586666666666,2001,0.13294250793006884,24.666666666666668
519,253,43,582480,IL,500/1000,500,1187.01,7000000,613436,FEMALE,Associate,tech-support,exercise,unmarried,46300,-33000,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,NY,Northbrook,2986 MLK Drive,9,1,NO,0,1,?,3840,640,640,2560,Chevrolet,Tahoe,2014,N,Middle Aged,21.083333333333332,25026.127500000002,21186.127500000002,1991,-1.3665893115105792,21.916666666666668
520,280,43,345539,IN,100/300,1000,1559.34,0,448912,MALE,JD,transport-moving,hiking,own-child,0,-51600,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,1,NO,0,2,?,77000,14000,7000,56000,Accura,RSX,2004,N,Middle Aged,23.333333333333332,36384.6,-40615.4,2012,0.1692233636776986,19.666666666666668
521,5,26,924318,IL,250/500,2000,1137.02,0,468872,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,1,YES,1,3,?,88110,16020,16020,56070,Audi,A5,2003,N,Young Adult,0.4166666666666667,473.7583333333333,-87636.24166666667,2014,0.2879151513740089,25.583333333333332
522,220,42,726880,IN,100/300,1000,1281.72,0,619811,MALE,College,farming-fishing,hiking,other-relative,33500,-49500,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,20,4,NO,0,2,YES,47740,4340,4340,39060,Honda,Civic,2005,N,Middle Aged,18.333333333333332,23498.2,-24241.8,1994,0.16422194785880262,23.666666666666668
523,85,30,190588,OH,100/300,1000,796.35,0,614166,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,F150,2004,N,Young Adult,7.083333333333333,5640.8125,-53319.1875,2001,0.26497335261718097,22.916666666666668
524,266,46,246705,OH,250/500,500,1270.02,0,456600,FEMALE,Associate,tech-support,skydiving,own-child,0,-45800,2015-01-08,Parked Car,?,Minor Damage,Police,NC,Northbrook,4232 Britain Ridge,5,1,NO,1,2,?,2160,480,240,1440,Toyota,Corolla,2004,N,Middle Aged,22.166666666666668,28152.109999999997,25992.109999999997,1990,-3.022191319841453,23.833333333333332
525,41,26,619589,IL,100/300,1000,1383.13,0,618405,FEMALE,JD,prof-specialty,exercise,own-child,46700,0,2015-02-28,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,1,YES,1,1,?,6890,530,1060,5300,Jeep,Grand Cherokee,1997,N,Young Adult,3.4166666666666665,4725.694166666667,-2164.305833333333,2006,0.11501621752762804,22.583333333333332
526,316,45,164988,IL,100/300,2000,1290.74,5000000,430832,FEMALE,High School,prof-specialty,kayaking,husband,58300,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,5868 Sky Hwy,6,3,NO,2,0,YES,78870,7170,14340,57360,Suburu,Legacy,2013,N,Middle Aged,26.333333333333332,33989.486666666664,-44880.513333333336,2013,0.17978567630731268,18.666666666666668
527,285,47,729534,IN,100/300,1000,1216.68,0,610989,FEMALE,Masters,sales,basketball,other-relative,55100,0,2015-01-06,Vehicle Theft,?,Trivial Damage,Police,SC,Columbus,3053 Lincoln Drive,8,1,NO,1,1,NO,2700,300,300,2100,Ford,F150,2013,N,Middle Aged,23.75,28896.15,26196.15,1991,-2.429912667053393,23.25
528,379,54,505014,IL,100/300,500,1251.16,0,447750,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,?,0,1,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,2010,N,Middle Aged,31.583333333333332,39515.80333333334,-36444.19666666666,2001,0.1571061380517759,22.416666666666668
529,15,34,920826,IN,250/500,2000,1586.41,0,608708,FEMALE,High School,sales,video-games,other-relative,33500,-58900,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,YES,1,3,?,75570,6870,13740,54960,BMW,X5,2010,Y,Middle Aged,1.25,1983.0125000000003,-73586.9875,2005,0.28261414620923336,32.75
530,354,48,534982,IL,500/1000,2000,1526.11,5000000,469650,FEMALE,Masters,sales,exercise,unmarried,0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,1,?,2,3,YES,90240,15040,15040,60160,Chevrolet,Malibu,1995,N,Middle Aged,29.5,45020.244999999995,-45219.755000000005,2003,0.1625240640583781,18.5
531,342,53,110408,IN,100/300,1000,1028.44,0,602304,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,?,0,0,NO,80960,14720,7360,58880,Accura,MDX,2000,N,Middle Aged,28.5,29310.54,-51649.46,2005,0.19729623435467247,24.5
532,169,38,283052,IL,100/300,1000,1555.94,0,459878,MALE,PhD,craft-repair,skydiving,own-child,23300,0,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,NO,1,3,YES,79080,6590,13180,59310,Mercedes,C300,2012,N,Middle Aged,14.083333333333334,21912.821666666667,-57167.17833333333,2005,0.21887757195603716,23.916666666666664
533,339,49,840806,IN,500/1000,2000,1570.77,0,441142,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,2015-01-18,Vehicle Theft,?,Minor Damage,None,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,ML350,2009,N,Middle Aged,28.25,44374.2525,37554.2525,1994,-1.3638625488793792,20.75
534,259,42,382394,OH,100/300,2000,1170.53,0,465667,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,NO,1,2,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006,N,Middle Aged,21.583333333333332,25263.939166666667,-37326.06083333334,1996,0.18672552656585803,20.416666666666668
535,65,23,876699,OH,250/500,1000,1099.95,0,473109,FEMALE,College,sales,dancing,wife,0,-71900,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,MDX,2005,Y,Young Adult,5.416666666666667,5958.062500000001,-46441.9375,1999,0.26039194501890733,17.583333333333332
536,254,46,871432,IL,250/500,2000,1472.43,0,619794,MALE,MD,tech-support,basketball,husband,0,-90600,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,?,1,3,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004,N,Middle Aged,21.166666666666668,31166.435,-32413.565,2004,0.1647350666247188,24.833333333333332
537,440,55,379882,IL,250/500,500,1275.62,0,602258,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,Ultima,1995,N,Middle Aged,36.666666666666664,46772.73333333333,-14627.26666666667,2012,0.09573344463841933,18.333333333333336
538,478,63,852002,IL,250/500,1000,1292.3,0,479724,MALE,High School,adm-clerical,paintball,own-child,47600,0,2015-02-21,Parked Car,?,Minor Damage,None,VA,Northbend,8204 Pine Lane,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,Neon,2007,Y,Elderly,39.833333333333336,51476.61666666666,46776.61666666666,2009,-2.4934809680389196,23.166666666666664
539,230,44,372891,IN,250/500,2000,1009.37,0,442210,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015,N,Middle Aged,19.166666666666668,19346.25833333333,-54793.74166666667,2000,0.2229820803467906,24.833333333333332
540,138,30,689034,OH,500/1000,500,1093.07,4000000,463291,FEMALE,PhD,other-service,reading,wife,27700,-72400,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,?,2,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011,N,Young Adult,11.5,12570.304999999998,-70589.695,2002,0.25087562652871964,18.5
541,239,41,743092,OH,250/500,1000,1325.44,7000000,474898,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,2015-02-18,Parked Car,?,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,?,0,2,YES,10790,1660,830,8300,Mercedes,E400,2013,N,Middle Aged,19.916666666666668,26398.346666666668,15608.346666666668,2013,-0.3323305087440437,21.083333333333332
542,93,31,599174,IL,100/300,2000,1017.18,0,431354,FEMALE,MD,prof-specialty,paintball,husband,0,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,92x,2014,N,Middle Aged,7.75,7883.145,-40186.854999999996,2008,0.24761456823356018,23.25
543,37,25,421092,OH,100/300,1000,1221.17,0,617460,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996,N,Young Adult,3.0833333333333335,3765.2741666666666,-47264.72583333333,2003,0.2705341534924779,21.916666666666668
544,254,40,349658,IN,100/300,500,1927.87,0,609317,MALE,MD,prof-specialty,yachting,husband,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,YES,0,1,?,43280,0,5410,37870,Honda,Civic,1996,Y,Middle Aged,21.166666666666668,40806.581666666665,-2473.418333333335,1994,0.049725359524040585,18.833333333333332
545,131,29,811042,IN,250/500,1000,978.27,0,479821,FEMALE,Associate,sales,paintball,own-child,65700,0,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,?,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003,N,Young Adult,10.916666666666666,10679.447499999998,-65720.5525,2013,0.2537656732002155,18.083333333333336
546,230,43,505316,IN,100/300,2000,1221.14,0,473394,MALE,MD,prof-specialty,board-games,wife,48100,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,?,0,2,?,75460,13720,13720,48020,Audi,A5,2002,N,Middle Aged,19.166666666666668,23405.183333333334,-52054.816666666666,2002,0.21047530538919718,23.833333333333332
547,313,50,116645,OH,100/300,2000,1255.62,0,603882,MALE,MD,armed-forces,polo,unmarried,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,F150,1995,Y,Middle Aged,26.083333333333332,32750.754999999997,-36249.245,2004,0.16868437903534425,23.916666666666668
548,210,38,950880,IN,250/500,500,999.52,0,615229,MALE,JD,tech-support,golf,other-relative,0,0,2015-01-13,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,?,1,2,NO,8640,1440,720,6480,Accura,TL,2008,N,Middle Aged,17.5,17491.600000000002,8851.600000000002,1998,-0.22509360095410588,20.5
549,101,29,788502,OH,250/500,500,1380.89,0,620197,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,?,2,1,?,67210,12220,12220,42770,BMW,X6,1996,N,Young Adult,8.416666666666666,11622.490833333333,-55587.50916666667,2014,0.24534440552974798,20.583333333333336
550,153,37,627486,IN,500/1000,500,1010.77,0,438215,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,?,0,3,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999,N,Middle Aged,12.75,12887.317500000001,-29612.6825,2005,0.2122375155963294,24.25
551,337,53,498842,OH,100/300,500,1205.86,0,444583,MALE,Associate,armed-forces,basketball,wife,0,-34600,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,YES,0,1,NO,86400,14400,7200,64800,Accura,RSX,2001,N,Middle Aged,28.083333333333332,33864.56833333333,-52535.43166666667,2000,0.18969587035363306,24.916666666666668
552,360,51,550294,IL,500/1000,1000,1526.61,0,471866,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,2015-01-30,Vehicle Theft,?,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,1,YES,2,2,?,4620,840,840,2940,Dodge,RAM,2009,Y,Middle Aged,30.0,45798.299999999996,41178.299999999996,2001,-2.2293891753600907,21.0
553,428,53,328387,IL,100/300,1000,1496.44,0,616884,FEMALE,High School,tech-support,camping,unmarried,0,0,2015-02-16,Parked Car,?,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,YES,2,2,NO,6930,630,1260,5040,Honda,CRV,2013,N,Middle Aged,35.666666666666664,53373.026666666665,46443.026666666665,2014,-1.6675463050684907,17.333333333333336
554,204,40,540152,IL,100/300,500,1256.2,0,448310,FEMALE,JD,sales,hiking,not-in-family,0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,YES,1,2,YES,41700,8340,8340,25020,Saab,95,2013,N,Middle Aged,17.0,21355.4,-20344.6,1991,0.15916381876103183,23.0
555,364,51,385932,IL,100/300,500,1268.35,0,478902,MALE,Masters,transport-moving,board-games,wife,0,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,YES,2,1,NO,77330,14060,14060,49210,Volkswagen,Jetta,2014,Y,Middle Aged,30.333333333333332,38473.28333333333,-38856.71666666667,1992,0.16287310392838208,20.666666666666668
556,185,35,618682,IN,500/1000,2000,1421.59,0,442695,MALE,College,other-service,sleeping,own-child,0,0,2015-01-31,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,?,2,3,YES,4950,900,450,3600,Ford,F150,2011,N,Middle Aged,15.416666666666666,21916.179166666665,16966.179166666665,2000,-0.8356438178496035,19.583333333333336
557,63,26,550930,IL,500/1000,500,1500.04,6000000,613826,MALE,PhD,craft-repair,polo,own-child,0,-36500,2015-02-13,Vehicle Theft,?,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,1,NO,0,2,YES,5160,860,860,3440,Accura,TL,2004,N,Young Adult,5.25,7875.21,2715.21,1995,-0.0984906744559533,20.75
558,210,35,998192,IL,100/300,500,1433.24,0,476203,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,3,NO,2,1,?,24570,2730,2730,19110,Saab,95,2006,Y,Middle Aged,17.5,25081.7,511.7000000000007,2014,0.029913658624680744,17.5
559,194,38,663938,IN,100/300,2000,1231.25,0,604333,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,3,?,1,0,?,53680,4880,9760,39040,Toyota,Camry,2011,N,Middle Aged,16.166666666666668,19905.208333333336,-33774.791666666664,2011,0.19506669713108055,21.833333333333332
560,294,49,756870,IN,500/1000,500,1135.43,0,442604,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,YES,1,1,YES,42900,3900,3900,35100,Chevrolet,Malibu,2010,N,Middle Aged,24.5,27818.035,-15081.965,1996,0.12452837102169931,24.5
561,272,41,337158,OH,250/500,2000,945.73,5000000,435663,MALE,MD,protective-serv,chess,wife,38600,-42800,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,NO,0,0,NO,84100,16820,8410,58870,Ford,Escape,2009,Y,Middle Aged,22.666666666666668,21436.54666666667,-62663.45333333333,1991,0.2245189133998092,18.333333333333332
562,27,27,919875,IN,100/300,2000,1118.76,0,470866,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,?,1,3,?,61560,6840,6840,47880,Ford,Fusion,2008,N,Young Adult,2.25,2517.21,-59042.79,2002,0.2788920281500648,24.75
563,251,39,315631,IN,500/1000,2000,1231.98,0,612908,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,YES,0,0,?,44240,5530,5530,33180,Dodge,RAM,1997,N,Middle Aged,20.916666666666668,25768.915,-18471.085,1999,0.14128699482486695,18.083333333333332
564,180,33,113464,IN,500/1000,2000,1005.47,0,441871,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,?,2,3,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,2002,N,Middle Aged,15.0,15082.050000000001,-42617.95,2009,0.22286899117317224,18.0
565,392,50,556415,OH,100/300,2000,1108.97,0,431496,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,NO,2,2,YES,108030,16620,16620,74790,Saab,92x,2002,N,Middle Aged,32.666666666666664,36226.35333333333,-71803.64666666667,1991,0.20408038716808216,17.333333333333336
566,143,30,250249,IN,100/300,500,1392.39,5000000,436499,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,NO,2,0,YES,54300,10860,5430,38010,Toyota,Highlander,2010,N,Young Adult,11.916666666666666,16592.647500000003,-37707.35249999999,1991,0.211642311941447,18.083333333333336
567,371,54,403776,IN,100/300,2000,1317.97,0,469853,MALE,High School,craft-repair,movies,wife,34700,-81000,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,?,1,2,?,32280,5380,5380,21520,Ford,Fusion,2010,Y,Middle Aged,30.916666666666668,40747.239166666666,8467.239166666666,2012,-0.031440617819225684,23.083333333333332
568,292,42,396002,IN,250/500,1000,1588.22,0,605369,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007,N,Middle Aged,24.333333333333332,38646.68666666666,-45953.31333333334,2007,0.17321506461560618,17.666666666666668
569,165,35,976908,IL,250/500,500,900.02,6000000,448466,MALE,College,craft-repair,camping,own-child,0,-49900,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,3 Series,2008,N,Middle Aged,13.75,12375.275,-57324.725,2012,0.24416991939286595,21.25
